Id,Title,Score,Text,CreationDate
"4841542","refactor jquery code","1","How can I remove the code at the end `data(""autocomplete"")...` and put it in a function?

        var input = $(""#CountryL"");

        $(input).autocomplete({
            minLength: 0,
            source: $(input).data('url'),
            focus: function (event, ui) {
                $(input).val(ui.item[$(input).data('display')]);
                return false;
            },
            select: function (event, ui) {
                $(input).val(ui.item[$(input).data('display')]);
                $('#' + $(input).data('hidden')).val(ui.item[$(input).data('id')]);
                return false;
            }
        }).data(""autocomplete"")._renderItem = function (ul, item) {
            var tmp = $(""<div>"").setTemplate($(""#""+$(input).data('template')).html());
            tmp.processTemplate(item);
            $(""<li></li>"").data(""item.autocomplete"", item)
                          .append($(tmp).html())
                          .appendTo(ul);
            return;
        }; 

I'd like to be able to do:

    function templateOverride(object){

     object.data(""autocomplete"")._renderItem = function (ul, item) {
            var tmp = $(""<div>"").setTemplate($(""#""+$(input).data('template')).html());
            tmp.processTemplate(item);
            $(""<li></li>"").data(""item.autocomplete"", item)
                          .append($(tmp).html())
                          .appendTo(ul);
            return;
    }


    var input = $(""#CountryL"");

    $(input).autocomplete({
            minLength: 0,
            source: $(input).data('url'),
            focus: function (event, ui) {
                $(input).val(ui.item[$(input).data('display')]);
                return false;
            },
            select: function (event, ui) {
                $(input).val(ui.item[$(input).data('display')]);
                $('#' + $(input).data('hidden')).val(ui.item[$(input).data('id')]);
                return false;
            }
    }).templateOverride(this);","2011-01-30 06:33:11"
"4841542","refactor jquery code","1","<jquery>","2011-01-30 06:33:11"
"4841542","refactor jquery code","1","refactor jquery code","2011-01-30 06:41:24"
"4841542","refactor jquery code","1","How can I remove the code at the end `data(""autocomplete"")...` and put it in a function?

        var input = $(""#CountryL"");

        $(input).autocomplete({
            minLength: 0,
            source: $(input).data('url')
        }).data(""autocomplete"")._renderItem = function (ul, item) {
            var tmp = $(""<div>"").setTemplate($(""#""+$(input).data('template')).html());
            tmp.processTemplate(item);
            $(""<li></li>"").data(""item.autocomplete"", item)
                          .append($(tmp).html())
                          .appendTo(ul);
            return;
        }; 

I'd like to be able to do:

    function templateOverride(object){

     object.data(""autocomplete"")._renderItem = function (ul, item) {
            var tmp = $(""<div>"").setTemplate($(""#""+$(input).data('template')).html());
            tmp.processTemplate(item);
            $(""<li></li>"").data(""item.autocomplete"", item)
                          .append($(tmp).html())
                          .appendTo(ul);
            return;
    }


    var input = $(""#CountryL"");

    $(input).autocomplete({
            minLength: 0,
            source: $(input).data('url')
    }).templateOverride(this);","2011-01-30 06:48:43"
"4841542","refactor jquery code","1","<jquery><refactoring>","2011-01-30 06:41:24"
"30156282","refactoring multiple variable names intellij","1","refactoring multiple variable names intellij","2015-05-10 20:25:24"
"30156282","refactoring multiple variable names intellij","1","Is there any way for intellij to refactore code(well, multiple copy-pasted lines) like this one:

    Comment a1 = new Comment(1,null);
    Comment a1 = new Comment(1,null);
    Comment a1 = new Comment(1,null);
    ... and
    .. so
    . on

into

    Comment a1 = new Comment(1,null);
    Comment a2 = new Comment(1,null);
    Comment a3 = new Comment(1,null);
    ... and
    .. so
    . on","2015-05-10 20:25:24"
"30156282","refactoring multiple variable names intellij","1","<intellij-idea>","2015-05-10 20:25:24"
"30156282","refactoring multiple variable names intellij","1","Is there any way for Intellij to refactor the code consisting of multiple copy-pasted lines like this one:

    Comment a1 = new Comment(1,null);
    Comment a1 = new Comment(1,null);
    Comment a1 = new Comment(1,null);
    ... and
    .. so
    . on

into

    Comment a1 = new Comment(1,null);
    Comment a2 = new Comment(1,null);
    Comment a3 = new Comment(1,null);
    ... and
    .. so
    . on","2015-05-10 20:39:44"
"30156282","refactoring multiple variable names intellij","1","","2015-05-10 20:39:44"
"6927614","refactoring sql schema","1","refactoring sql schema","2011-08-03 13:56:18"
"6927614","refactoring sql schema","1","Guys i currently have 2 tables that reference a lookup table. Ive been tasked with modifiying the database to allow the tables to reference more than one value in the lookup table.

My idea is to create a new table that has a new PK and a column that references the lookup table.  The PK of the new table is then dumped into the parent tables thus maintaining referential integrity E.G

Current

     Contracts
     =========
     PK Id
     FK lookupId

     Warranties
     ==========
     PK Id
     FK lookupId

New

     Contracts
     =========
     PK Id
     FK LinkingTableId

     Warranties
     ==========
     PK Id
     FK LinkingTableId

     LinkingTable
     ============
     PK Id
     FK LookupId


Is this a good way of handling the multiple references?","2011-08-03 13:56:18"
"6927614","refactoring sql schema","1","<sql>","2011-08-03 13:56:18"
"4629149","refactoring Quartz jobdata","1","refactoring Quartz jobdata","2011-01-07 18:54:35"
"4629149","refactoring Quartz jobdata","1","I had to refactor a class like this:


Class Person in package com.core has a reference to Class Address which is in the same package. I had to move Address to a new package com.core.location. This was simple on the java side, however, there are some quartz triggers which have com.core.Person referencing the old com.core.Address class as part of their job data map. It could be anywhere in the Map.

I have tried a few approaches, like writing an adapter which acts like a common ground between 2 java programs that eventually replace the ols class with the new one. What would be the best way to resolve this?

Thanks,
Chris.

","2011-01-07 18:54:35"
"4629149","refactoring Quartz jobdata","1","<java><refactoring><triggers><quartz>","2011-01-07 18:54:35"
"4629149","refactoring Quartz jobdata","1","<java><triggers><refactoring><quartz-scheduler>","2013-08-07 13:38:41"
"1396166","refactoring and removing case statements when circling over an enum structure","1","refactoring and removing case statements when circling over an enum structure","2009-09-08 20:26:44"
"1396166","refactoring and removing case statements when circling over an enum structure","1","An enum structure declared in its own class is a member variable to the business logic class. That enum basically represents the state of that other class.

Although I have revisited the issue several times, replacing, or getting rid of those case statements proves quite frustrating to me.

Several business logic methods simple iterate over the enum and change the state of that class by assigning another value of the same enum, and other properties.

        public enum MyEnum{ A,B,C,D }

The business logic class has this enum as a member:

        public class BusinessLogic {
                 private MyEnum CurrentSelection;
                 private int propertyX;
                 private int propertyY;
            
            public void operation1(){
            		switch(CurrentSelection){
            		case A: {alter propertyX this way; break;}
            		case B: {alter propertyY this way; break;}
            		case C: {alter propertyX that way; break;}
            		case D: {alter propertyY that way; break;}
            		}
            		
            	}
            	
            	public void operation2(){
            		switch(CurrentSelection){
            		case A: {CurrentSelection=MyEnum.B; break;}
            		case B: {CurrentSelection=MyEnum.C; break;}
            		....etc
            		}
            	}
            	
            	public void operation3(){
            		switch(CurrentSelection){
            		case A: {CurrentSelection=MyEnum.D; break;}
            		case B: {CurrentSelection=MyEnum.A; break;}
            		....etc
            		}
            	}
    }



Another client class will instatiate the business logic class, initialing its properties and then using its operation methods.

What I have successfully done (with help from SO) is encapsulate the operation methods into a command pattern structure so I can call the operations without any case statements. ([here][1]).

I guess my trouble is how to encapsulate the case statements in my business logic class. I suspect that I would need polymorphism and the appropriate data structures.

The refactoring experts suggest each case statement should be an implementation of a common interface. But if I have 3 methods iterating over a 4-member enum that means I'd probably need 3 interfaces with 4 implementations each, giving me 12 classes (plus 3 interfaces). Wouldn't that be a class overload? The logic is working fine with those 3 methods as they are, but the issue are the repeating switch/case statements.

Is there a way to refactor those switch statements but avoid a myriad of other classes in the name of polymorphism? Would it be possible to factor out the iterate-over-the-enum part? Or just the cases (where the logic is) should be refactored?

Many thanks in advance.


  [1]: http://stackoverflow.com/questions/1386673/trouble-making-polymorphism-defeat-those-switch-case-statements","2009-09-08 20:26:44"
"1396166","refactoring and removing case statements when circling over an enum structure","1","<design-patterns><polymorphism><switch-statement><java><refactoring>","2009-09-08 20:26:44"
"1396166","refactoring and removing case statements when circling over an enum structure","1","An enum structure declared in its own class is a member variable to the business logic class. That enum basically represents the state of that other class.

Although I have revisited the issue several times, replacing, or getting rid of those case statements proves quite frustrating to me.

Several business logic methods simple iterate over the enum and change the state of that class by assigning another value of the same enum, and other properties.

    public enum MyEnum{ A,B,C,D }

The business logic class has this enum as a member:

    public class BusinessLogic {

        private MyEnum CurrentSelection;
        private int propertyX;
        private int propertyY;
    
        public void operation1(){
    		switch(CurrentSelection){
    		case A: {alter propertyX this way; break;}
    		case B: {alter propertyY this way; break;}
    		case C: {alter propertyX that way; break;}
    		case D: {alter propertyY that way; break;}
    		}
    		
    	}
    	
    	public void operation2(){
    		switch(CurrentSelection){
    		case A: {CurrentSelection=MyEnum.B; break;}
    		case B: {CurrentSelection=MyEnum.C; break;}
    		....etc
    		}
    	}
    	
    	public void operation3(){
    		switch(CurrentSelection){
    		case A: {CurrentSelection=MyEnum.D; break;}
    		case B: {CurrentSelection=MyEnum.A; break;}
    		....etc
    		}
    	}
    }


Another client class will instantiate the business logic class, initialing its properties and then using its operation methods.

What I have successfully done (with help from SO) is encapsulate the operation methods into a command pattern structure so I can call the operations without any case statements. ([here][1]).

I guess my trouble is how to encapsulate the case statements in my business logic class. I suspect that I would need polymorphism and the appropriate data structures.

The refactoring experts suggest each case statement should be an implementation of a common interface. But if I have 3 methods iterating over a 4-member enum that means I'd probably need 3 interfaces with 4 implementations each, giving me 12 classes (plus 3 interfaces). Wouldn't that be a class overload? The logic is working fine with those 3 methods as they are, but the issue are the repeating switch/case statements.

Is there a way to refactor those switch statements but avoid a myriad of other classes in the name of polymorphism? Would it be possible to factor out the iterate-over-the-enum part? Or just the cases (where the logic is) should be refactored?

---

As a first step I removed those methods completely my having them implement a simple interface:

    public interface Command {
	    void execute();
    }

So, its operation method implemented the command interface:

    public class Operation1 implements Command {

        private void doOperation1(){
            switch(CurrentSelection){
                ..all the cases here
            }		
        }
    
        public void execute() {
     		doOperation1();
    	}
    
    }

As I see this, it will buy my a cleaner business logic class, but the trail of the switch cases will remain, right?

  [1]: https://stackoverflow.com/questions/1386673/trouble-making-polymorphism-defeat-those-switch-case-statements
","2017-05-23 12:13:44"
